sample,site,year,habitat,class,order,taxa,rel_ab_recalc
MOCC_2013-05-27_m,MOCC,2013,Multiple,Collembola,Collembola,Collembola,8.389259828020174e-4
MOCC_2013-05-27_m,MOCC,2013,Multiple,Insecta,Hemiptera,Corixidae,0.0016778524656040246
MOCC_2013-05-27_m,MOCC,2013,Multiple,Insecta,Diptera,Dixella,0.0033557044312080594
MOCC_2013-05-27_m,MOCC,2013,Multiple,Insecta,Coleoptera,Dytiscidae,0.0016778524656040246
MOCC_2013-05-27_m,MOCC,2013,Multiple,Insecta,Hemiptera,Gerridae,0.0016778524656040246
MOCC_2013-05-27_m,MOCC,2013,Multiple,Insecta,Odonata,Hetaerina,0.0016778524656040246
MOCC_2013-05-27_m,MOCC,2013,Multiple,Malacostraca,Amphipoda,Hyalella,0.017617449638842285
MOCC_2013-05-27_m,MOCC,2013,Multiple,Insecta,Coleoptera,Hydrophilidae,0.0025167784484060422
MOCC_2013-05-27_m,MOCC,2013,Multiple,Insecta,Coleoptera,Laccophilus,8.389259828020174e-4
MOCC_2013-05-27_m,MOCC,2013,Multiple,Insecta,Hemiptera,Microvelia,0.027684564432466433
MOCC_2013-05-27_m,MOCC,2013,Multiple,Gastropoda,Basommatophora,Physa,0.006711409862416098
MOCC_2013-05-27_m,MOCC,2013,Multiple,Gastropoda,Basommatophora,Planorbidae,0.004194630914010067
MOCC_2013-05-27_m,MOCC,2013,Multiple,Bivalvia,Veneroida,Sphaerium,8.389259828020174e-4
MOCC_2013-05-27_m,MOCC,2013,Multiple,Insecta,Diptera,Stratiomyidae,8.389259828020174e-4
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Odonata,Argia,0.0016195190923125884
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Diptera,Atrichopogon/Forcipomyia,8.156605464926512e-4
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Ephemeroptera,Baetis,0.25327181443649344
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Odonata,Brechmorhoga mendax,8.156605464926512e-4
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Trichoptera,Cheumatopsyche,0.035014399495820775
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Trichoptera,Chimarra,0.004054699231117856
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Diptera,Chironomidae,0.0016313215929853308
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Diptera,Chironominae,0.017897325020147528
MOCC_2014-05-26_r,MOCC,2014,Riffle,Bivalvia,Veneroida,Corbicula fluminea,0.004042897230445142
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Megaloptera,Corydalus cornutus,0.0016195190923125884
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Coleoptera,Elmidae,0.002446982139477982
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Diptera,Empididae,8.156605464926512e-4
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Diptera,Euparyphus,8.156605464926512e-4
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Ephemeroptera,Fallceon,0.1609710091753475
MOCC_2014-05-26_r,MOCC,2014,Riffle,Gastropoda,Basommatophora,Ferrissia rivularis,0.0032272361839524627
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Coleoptera,Gyretes,8.156605464926512e-4
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Trichoptera,Helicopsyche,0.0032272361839524627
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Diptera,Hemerodromia,0.003250840685297919
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Coleoptera,Heterelmis,0.005697822824775901
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Trichoptera,Hydropsyche,0.009776129057239355
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Trichoptera,Hydropsychidae,0.11220711139580536
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Trichoptera,Hydroptila,0.010532776600368266
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Trichoptera,Hydroptilidae,0.004054699231117856
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Trichoptera,Leucotrichia,0.0016195190923125884
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Coleoptera,Microcylloepus pusillus,0.005674218823430473
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Hemiptera,Microvelia,0.012873541233791851
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Hemiptera,Naucoridae,0.002446982139477982
MOCC_2014-05-26_r,MOCC,2014,Riffle,Clitellata,Clitellata,Oligochaeta,0.0016313215929853308
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Diptera,Orthocladiinae,0.06058444345331328
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Lepidoptera,Petrophila,0.006489879369923125
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Coleoptera,Postelichus,8.156605464926512e-4
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Coleoptera,Psephenus,0.018712990066640435
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Diptera,Simuliidae,8.156605464926512e-4
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Diptera,Simulium,0.016987245968273022
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Trichoptera,Smicridea,0.05936620338387359
MOCC_2014-05-26_r,MOCC,2014,Riffle,Arachnida,Trombidiformes,Sperchon,0.014646486334849721
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Coleoptera,Stenelmis,0.0016313215929853308
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Diptera,Tanypodinae,0.0016313215929853308
MOCC_2014-05-26_r,MOCC,2014,Riffle,Insecta,Ephemeroptera,Tricorythodes,0.03889207221684812
MOCC_2014-05-26_m,MOCC,2014,Multiple,Insecta,Ephemeroptera,Baetodes,0.0024115756374598115
MOCC_2014-05-26_m,MOCC,2014,Multiple,Insecta,Ephemeroptera,Callibaetis,0.03215434183279748
MOCC_2014-05-26_m,MOCC,2014,Multiple,Insecta,Ephemeroptera,Centroptilum,0.004019292729099685
MOCC_2014-05-26_m,MOCC,2014,Multiple,Insecta,Odonata,Coenagrionidae,0.03215434183279748
MOCC_2014-05-26_m,MOCC,2014,Multiple,Insecta,Diptera,Dasyhelea,0.00803858545819937
MOCC_2014-05-26_m,MOCC,2014,Multiple,Insecta,Diptera,Dixella,0.0024115756374598115
MOCC_2014-05-26_m,MOCC,2014,Multiple,Insecta,Odonata,Enallagma,0.0016077170916398743
MOCC_2014-05-26_m,MOCC,2014,Multiple,Malacostraca,Amphipoda,Gammarus,0.0016077170916398743
MOCC_2014-05-26_m,MOCC,2014,Multiple,Malacostraca,Amphipoda,Hyalella,0.01607717091639874
MOCC_2014-05-26_m,MOCC,2014,Multiple,Gastropoda,Basommatophora,Lymnaea,8.038585458199372e-4
MOCC_2014-05-26_m,MOCC,2014,Multiple,Gastropoda,Basommatophora,Physa,0.008842445504019395
MOCC_2014-05-26_m,MOCC,2014,Multiple,Bivalvia,Veneroida,Pisidium,0.0016077170916398743
MOCC_2014-05-26_m,MOCC,2014,Multiple,Insecta,Diptera,Probezzia,0.0024115756374598115
MOCC_2014-05-26_m,MOCC,2014,Multiple,Insecta,Hemiptera,Rhagovelia,8.038585458199372e-4
MOCC_2014-05-26_m,MOCC,2014,Multiple,Arachnida,Trombidiformes,Trombidiformes,0.0016077170916398743
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Hemiptera,Ambrysus,0.001459177089739391
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Ephemeroptera,Baetidae,0.004605263283223692
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Ephemeroptera,Baetis,0.24135461484330883
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Ephemeroptera,Baetodes,0.0013157895809210592
MOCC_2015-06-03_m,MOCC,2015,Multiple,Bivalvia,Bivalvia,Bivalvia,0.0013157895809210592
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Odonata,Brechmorhoga mendax,0.0013157895809210592
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Trichoptera,Cheumatopsyche,0.008552630525986777
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Trichoptera,Chimarra,0.02219973136528348
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Diptera,Chironominae,0.02924257679841847
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Megaloptera,Corydalus cornutus,0.001459177089739391
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Coleoptera,Elmidae,0.01679318603278094
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Ephemeroptera,Fallceon,0.06627865907613753
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Coleoptera,Gyrinidae,6.57895040460545e-4
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Diptera,Hemerodromia,0.002117071630199905
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Coleoptera,Heterelmis,0.003061741188297083
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Trichoptera,Hydropsyche,0.004605263283223692
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Trichoptera,Hydropsychidae,0.038157897346710684
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Trichoptera,Hydroptila,0.004090755751581478
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Trichoptera,Hydroptilidae,0.006207827381781383
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Odonata,Libellulidae,0.001459177089739391
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Coleoptera,Microcylloepus pusillus,0.03221154198100983
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Lepidoptera,Noctuidae,0.007236840445065687
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Trichoptera,Ochrotrichia,0.009868420606907867
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Diptera,Orthocladiinae,0.08626854030551523
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Lepidoptera,Petrophila,0.0029183536794787513
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Coleoptera,Postelichus,6.57895040460545e-4
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Diptera,Probezzia,0.0013157895809210592
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Coleoptera,Psephenus,0.0038630232375759287
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Diptera,Simulium,0.02351552144620457
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Trichoptera,Smicridea,0.15735490967732696
MOCC_2015-06-03_m,MOCC,2015,Multiple,Arachnida,Trombidiformes,Sperchon,0.007236840445065687
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Coleoptera,Stenelmis,0.01029858163336277
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Diptera,Tabanus,0.001459177089739391
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Diptera,Tanypodinae,0.04518387777880848
MOCC_2015-06-03_m,MOCC,2015,Multiple,Insecta,Ephemeroptera,Tricorythodes,0.002117071630199905
MOCC_2015-06-03_r,MOCC,2015,Riffle,Arachnida,Trombidiformes,Arrenurus,8.012820492788459e-4
MOCC_2015-06-03_r,MOCC,2015,Riffle,Insecta,Ephemeroptera,Caenis,0.06250000384375023
MOCC_2015-06-03_r,MOCC,2015,Riffle,Insecta,Diptera,Ceratopogonidae,0.0016025640985576919
MOCC_2015-06-03_r,MOCC,2015,Riffle,Insecta,Diptera,Chironomidae,8.012820492788459e-4
MOCC_2015-06-03_r,MOCC,2015,Riffle,Insecta,Odonata,Coenagrionidae,0.03205128697115415
MOCC_2015-06-03_r,MOCC,2015,Riffle,Bivalvia,Veneroida,Corbicula fluminea,0.0032051281971153837
MOCC_2015-06-03_r,MOCC,2015,Riffle,Insecta,Hemiptera,Corixidae,0.012019230739182691
MOCC_2015-06-03_r,MOCC,2015,Riffle,Malacostraca,Decapoda,Decapoda,0.006410255394230706
MOCC_2015-06-03_r,MOCC,2015,Riffle,Insecta,Coleoptera,Dubiraphia,8.012820492788459e-4
MOCC_2015-06-03_r,MOCC,2015,Riffle,Malacostraca,Amphipoda,Hyalella,0.022435901379807936
MOCC_2015-06-03_r,MOCC,2015,Riffle,Insecta,Hemiptera,Naucoridae,0.004807692795673107
MOCC_2015-06-03_r,MOCC,2015,Riffle,Gastropoda,Basommatophora,Physa,8.012820492788459e-4
MOCC_2015-06-03_r,MOCC,2015,Riffle,Insecta,Hemiptera,Rhagovelia,0.0032051281971153837
MOCC_2015-06-03_r,MOCC,2015,Riffle,Arachnida,Trombidiformes,Sperchonopsis,8.012820492788459e-4
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Ephemeroptera,Acentrella,0.0019493180185185211
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Hemiptera,Ambrysus,0.002615984524851853
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Ephemeroptera,Baetis,0.1338674512717408
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Ephemeroptera,Baetodes,0.005231969049703706
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Trichoptera,Cheumatopsyche,0.027442495260703702
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Trichoptera,Chimarra,0.006206628058962967
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Diptera,Chironominae,0.03189863580303704
MOCC_2016-05-21_r,MOCC,2016,Riffle,Bivalvia,Veneroida,Corbicula fluminea,0.0016413255155925924
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Ephemeroptera,Fallceon,0.16545810157185198
MOCC_2016-05-21_r,MOCC,2016,Riffle,Malacostraca,Amphipoda,Gammarus,0.037489275356148113
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Odonata,Gomphidae,9.746590092592606e-4
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Diptera,Hemerodromia,0.006514621561888905
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Odonata,Hetaerina,0.0016413255155925924
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Trichoptera,Hydropsyche,0.002615984524851853
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Trichoptera,Hydropsychidae,0.07483818071096272
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Trichoptera,Hydroptila,0.005231969049703706
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Trichoptera,Leucotrichia,0.008206628077962966
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Coleoptera,Microcylloepus pusillus,0.07806628074162966
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Coleoptera,Neoelmis caesa,0.009181288587222242
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Diptera,Orthocladiinae,0.05175439049166671
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Lepidoptera,Petrophila,0.007181288568222242
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Diptera,Probezzia,0.004307992540925929
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Coleoptera,Psephenus,0.016978558661296307
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Diptera,Simulium,0.027033136756814798
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Trichoptera,Smicridea,0.07340350069733326
MOCC_2016-05-21_r,MOCC,2016,Riffle,Arachnida,Trombidiformes,Sperchon,0.01595321865155558
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Diptera,Tabanus,9.746590092592606e-4
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Diptera,Tanypodinae,0.014155945134481478
MOCC_2016-05-21_r,MOCC,2016,Riffle,Insecta,Ephemeroptera,Tricorythodes,0.041851855397592626
MOCC_2016-05-21_m,MOCC,2016,Multiple,Insecta,Odonata,Argia,0.0013333335126666684
MOCC_2016-05-21_m,MOCC,2016,Multiple,Insecta,Odonata,Brechmorhoga mendax,6.666665063333318e-4
MOCC_2016-05-21_m,MOCC,2016,Multiple,Insecta,Ephemeroptera,Caenis,0.02266666521533332
MOCC_2016-05-21_m,MOCC,2016,Multiple,Insecta,Ephemeroptera,Callibaetis,0.004000000038000001
MOCC_2016-05-21_m,MOCC,2016,Multiple,Insecta,Ephemeroptera,Centroptilum,6.666665063333318e-4
MOCC_2016-05-21_m,MOCC,2016,Multiple,Insecta,Diptera,Ceratopogonidae,0.0020000000190000004
MOCC_2016-05-21_m,MOCC,2016,Multiple,Insecta,Odonata,Coenagrionidae,0.03133333529766668
MOCC_2016-05-21_m,MOCC,2016,Multiple,Insecta,Megaloptera,Corydalus cornutus,6.666665063333318e-4
MOCC_2016-05-21_m,MOCC,2016,Multiple,Insecta,Diptera,Dasyhelea,0.0053333350506666825
MOCC_2016-05-21_m,MOCC,2016,Multiple,Malacostraca,Decapoda,Decapoda,0.0020000000190000004
MOCC_2016-05-21_m,MOCC,2016,Multiple,Insecta,Diptera,Dixella,0.0013333335126666684
MOCC_2016-05-21_m,MOCC,2016,Multiple,Insecta,Hemiptera,Gerridae,0.0013333335126666684
MOCC_2016-05-21_m,MOCC,2016,Multiple,Gastropoda,Basommatophora,Gyraulus,6.666665063333318e-4
MOCC_2016-05-21_m,MOCC,2016,Multiple,Insecta,Coleoptera,Gyretes,6.666665063333318e-4
MOCC_2016-05-21_m,MOCC,2016,Multiple,Insecta,Trichoptera,Helicopsyche,0.004000000038000001
MOCC_2016-05-21_m,MOCC,2016,Multiple,Malacostraca,Amphipoda,Hyalella,0.010000000095000001
MOCC_2016-05-21_m,MOCC,2016,Multiple,Insecta,Coleoptera,Hydrophilidae,6.666665063333318e-4
MOCC_2016-05-21_m,MOCC,2016,Multiple,Insecta,Trichoptera,Hydroptilidae,6.666665063333318e-4
MOCC_2016-05-21_m,MOCC,2016,Multiple,Gastropoda,Basommatophora,Lymnaea,0.006666665063333317
MOCC_2016-05-21_m,MOCC,2016,Multiple,Insecta,Hemiptera,Microvelia,0.040000000380000005
MOCC_2016-05-21_m,MOCC,2016,Multiple,Insecta,Trichoptera,Oecetis,6.666665063333318e-4
MOCC_2016-05-21_m,MOCC,2016,Multiple,Gastropoda,Basommatophora,Physa,0.006666665063333317
MOCC_2016-05-21_m,MOCC,2016,Multiple,Arachnida,Trombidiformes,Trombidiformes,6.666665063333318e-4
MOCC_2016-05-21_m,MOCC,2016,Multiple,Insecta,Coleoptera,Tropisternus,6.666665063333318e-4
MOCC_2017-05-18_r,MOCC,2017,Riffle,Malacostraca,Amphipoda,Amphipoda,0.0016474464415156514
MOCC_2017-05-18_r,MOCC,2017,Riffle,Insecta,Odonata,Argia,8.237229707578344e-4
MOCC_2017-05-18_r,MOCC,2017,Riffle,Insecta,Ephemeroptera,Baetis,0.12480215556952348
MOCC_2017-05-18_r,MOCC,2017,Riffle,Insecta,Odonata,Brechmorhoga mendax,0.0032881628832702172
MOCC_2017-05-18_r,MOCC,2017,Riffle,Insecta,Ephemeroptera,Callibaetis,0.01716359239069247
MOCC_2017-05-18_r,MOCC,2017,Riffle,Insecta,Trichoptera,Cheumatopsyche,0.01646773291539548
MOCC_2017-05-18_r,MOCC,2017,Riffle,Insecta,Trichoptera,Chimarra,0.004928879825024766
MOCC_2017-05-18_r,MOCC,2017,Riffle,Insecta,Diptera,Chironominae,0.049053254258609465
MOCC_2017-05-18_r,MOCC,2017,Riffle,Insecta,Megaloptera,Corydalus cornutus,0.001640716441754566
MOCC_2017-05-18_r,MOCC,2017,Riffle,Insecta,Ephemeroptera,Fallceon,0.14892163471328196
MOCC_2017-05-18_r,MOCC,2017,Riffle,Insecta,Coleoptera,Helichus,8.237229707578344e-4
MOCC_2017-05-18_r,MOCC,2017,Riffle,Insecta,Diptera,Hemerodromia,0.0016474464415156514
MOCC_2017-05-18_r,MOCC,2017,Riffle,Insecta,Trichoptera,Hydropsyche,0.02631203406592279
MOCC_2017-05-18_r,MOCC,2017,Riffle,Insecta,Trichoptera,Hydropsychidae,0.06574307266612092
MOCC_2017-05-18_r,MOCC,2017,Riffle,Insecta,Trichoptera,Hydroptila,0.012295279063517593
MOCC_2017-05-18_r,MOCC,2017,Riffle,Insecta,Trichoptera,Hydroptilidae,0.009871216649571808
MOCC_2017-05-18_r,MOCC,2017,Riffle,Insecta,Ephemeroptera,Leptohyphidae,0.00981065265172183
MOCC_2017-05-18_r,MOCC,2017,Riffle,Insecta,Trichoptera,Leucotrichia,8.237229707578344e-4
MOCC_2017-05-18_r,MOCC,2017,Riffle,Insecta,Coleoptera,Microcylloepus pusillus,0.04019419357310612
MOCC_2017-05-18_r,MOCC,2017,Riffle,Insecta,Coleoptera,Neoelmis caesa,0.004111886354028035
MOCC_2017-05-18_r,MOCC,2017,Riffle,Insecta,Diptera,Orthocladiinae,0.03942430860043704
MOCC_2017-05-18_r,MOCC,2017,Riffle,Insecta,Coleoptera,Psephenus,8.237229707578344e-4
MOCC_2017-05-18_r,MOCC,2017,Riffle,Insecta,Diptera,Simulium,0.29983793935575315
MOCC_2017-05-18_r,MOCC,2017,Riffle,Insecta,Trichoptera,Smicridea,0.01394272450503328
MOCC_2017-05-18_r,MOCC,2017,Riffle,Arachnida,Trombidiformes,Sperchon,0.035325883745931125
MOCC_2017-05-18_r,MOCC,2017,Riffle,Insecta,Diptera,Tanypodinae,0.006549407267496042
MOCC_2017-05-19_m,MOCC,2017,Multiple,Insecta,Hemiptera,Ambrysus,0.0016339869419934635
MOCC_2017-05-19_m,MOCC,2017,Multiple,Insecta,Ephemeroptera,Baetodes,0.003267973883986927
MOCC_2017-05-19_m,MOCC,2017,Multiple,Insecta,Ephemeroptera,Caenis,0.002450980412990195
MOCC_2017-05-19_m,MOCC,2017,Multiple,Insecta,Odonata,Coenagrionidae,8.169934709967318e-4
MOCC_2017-05-19_m,MOCC,2017,Multiple,Insecta,Diptera,Culicidae,8.169934709967318e-4
MOCC_2017-05-19_m,MOCC,2017,Multiple,Insecta,Diptera,Dasyhelea,0.023692809158905277
MOCC_2017-05-19_m,MOCC,2017,Multiple,Malacostraca,Decapoda,Decapoda,0.005718954796977105
MOCC_2017-05-19_m,MOCC,2017,Multiple,Insecta,Diptera,Dixella,0.0016339869419934635
MOCC_2017-05-19_m,MOCC,2017,Multiple,Malacostraca,Amphipoda,Gammarus,8.169934709967318e-4
MOCC_2017-05-19_m,MOCC,2017,Multiple,Insecta,Hemiptera,Gerridae,0.00490196082598039
MOCC_2017-05-19_m,MOCC,2017,Multiple,Malacostraca,Amphipoda,Hyalella,0.0016339869419934635
MOCC_2017-05-19_m,MOCC,2017,Multiple,Insecta,Coleoptera,Hydrophilidae,0.0016339869419934635
MOCC_2017-05-19_m,MOCC,2017,Multiple,Gastropoda,Basommatophora,Lymnaea,8.169934709967318e-4
MOCC_2017-05-19_m,MOCC,2017,Multiple,Insecta,Hemiptera,Microvelia,0.009803919651960853
MOCC_2017-05-19_m,MOCC,2017,Multiple,Insecta,Diptera,Probezzia,0.002450980412990195
MOCC_2017-05-19_m,MOCC,2017,Multiple,Insecta,Coleoptera,Psephenidae,8.169934709967318e-4
MOCC_2017-05-19_m,MOCC,2017,Multiple,Arachnida,Trombidiformes,Trombidiformes,8.169934709967318e-4
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Hemiptera,Ambrysus,0.0028901735014450866
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Odonata,Argia,0.002369990001184995
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Ephemeroptera,Baetis,0.049725740024862866
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Hemiptera,Belostomatidae,0.0040174365020087185
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Diptera,Bezzia,0.0014450865007225432
MOCC_2018-05-18_r,MOCC,2018,Riffle,Malacostraca,Decapoda,Cambaridae,0.03037657851518829
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Ephemeroptera,Camelobaetidius,7.225435003612718e-4
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Trichoptera,Cheumatopsyche,0.0021676300010838147
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Trichoptera,Chimarra,0.014450865007225434
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Diptera,Chironomidae,0.0014450865007225432
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Diptera,Chironominae,0.03699493001849746
MOCC_2018-05-18_r,MOCC,2018,Riffle,Bivalvia,Veneroida,Corbicula fluminea,0.008150336504075168
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Megaloptera,Corydalus cornutus,7.225435003612718e-4
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Diptera,Dasyhelea,0.02440815501220408
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Diptera,Empididae,7.225435003612718e-4
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Ephemeroptera,Fallceon,0.22510500011255252
MOCC_2018-05-18_r,MOCC,2018,Riffle,Gastropoda,Basommatophora,Ferrissia rivularis,7.225435003612718e-4
MOCC_2018-05-18_r,MOCC,2018,Riffle,Malacostraca,Amphipoda,Gammarus,0.05976993002988497
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Trichoptera,Glossosoma,7.225435003612718e-4
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Trichoptera,Helicopsyche,0.0014450865007225432
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Diptera,Hemerodromia,0.003713896501856948
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Trichoptera,Hydropsyche,0.003815076501907538
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Trichoptera,Hydropsychidae,0.0226012065113006
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Trichoptera,Hydroptila,0.015476949507738475
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Trichoptera,Hydroptilidae,0.003815076501907538
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Ephemeroptera,Leptohyphidae,0.12319423006159712
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Ephemeroptera,Leptophlebiidae,0.0028901735014450866
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Trichoptera,Leucotrichia,0.0029913530014956764
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Odonata,Libellulidae,0.0021676300010838147
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Coleoptera,Microcylloepus pusillus,0.008872881504436441
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Coleoptera,Neoelmis caesa,0.006083886003041944
MOCC_2018-05-18_r,MOCC,2018,Riffle,Clitellata,Clitellata,Oligochaeta,0.02890173501445087
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Diptera,Orthocladiinae,0.03166216001583108
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Lepidoptera,Petrophila,7.225435003612718e-4
MOCC_2018-05-18_r,MOCC,2018,Riffle,Gastropoda,Basommatophora,Physa,0.009783498504891752
MOCC_2018-05-18_r,MOCC,2018,Riffle,Insecta,Diptera,Probezzia,7.225435003612718e-4
